"Word","Freq_HAL"
"registered","17698"
"registering","1919"
"registers","4977"
"registrant","68"
"registrants","370"
"registrant's","3"
"rehearsals","447"
"rehearse","223"
"registrar","543"
"registration","24392"
"registrations","1176"
"registries","328"
"registry","5568"
"regress","284"
"regression","2148"
"regret","4990"
"regretfully","203"
"regrets","901"
"regrettable","249"
"regrettably","454"
"regretted","786"
"reground","8"
"regroup","200"
"regrouped","73"
"regrouping","72"
"regular","47458"
"regularity","652"
"regularize","16"
"regularly","16940"
"regulars","1938"
"regulate","3419"
"regulated","3446"
"regulating","1165"
"regulation","8165"
"regulations","11089"
"regulative","55"
"regulator","2030"
"regulatory","3570"
"regurgitate","176"
"regurgitation","126"
"rehabilitate","247"
"rehabilitating","105"
"rehabilitation","1896"
"rehabilitations","3"
"reharmonization","0"
"rehash","569"
"rehear","1"
"rehearsal","1113"
"rehearing","33"
"rehearsed","222"
"rehearsing","174"
"rehouse","0"
"Reich","2712"
"reify","25"
"reign","2828"
"reigned","235"
"reigning","284"
"reigns","636"
"Reilly","1057"
"reimburse","634"
"reimburseable","1"
"reimbursed","858"
"reimbursement","1821"
"reimbursements","88"
"reimburses","18"
"rein","791"
"rejoin","479"
"rejoinder","208"
"rejoining","82"
"reincarnate","136"
"reincarnated","372"
"reincarnation","3509"
"reindeer","416"
"reined","35"
"reinforce","1566"
"reinforced","1512"
"reinforcement","931"
"reinforcements","547"
"reinforces","568"
"reinforcing","594"
"reins","482"
"reinstall","3724"
"reinstate","264"
"reinstated","324"
"reinstatement","165"
"reinstitution","24"
"reinsure","0"
"reintroduces","23"
"reissue","1189"
"reinsurance","121"
"reinterpret","84"
"reinterpreted","76"
"reinvestigation","10"
"reinvigoration","12"
"reiterate","1012"
"reiterated","608"
"reiterates","127"
"reiterating","202"
"reiteration","68"
"reject","7470"
"rejected","8830"
"rejecting","1643"
"rejection","3387"
"rejections","737"
"rejects","1711"
"rejoice","878"
"rejoiced","154"
"rejoices","152"
"rejoicing","276"
"rejuvenate","55"
"rejuvenation","99"
"rekindle","137"
"rekindling","32"
"relaid","11"
"relapse","402"
"relate","7453"
"related","77163"
"relatedness","80"
"relates","3501"
"relating","8251"
"relation","8066"
"relational","4979"
"relations","15931"
"relationship","33496"
"relationships","14022"
"relative","18302"
"relatively","22473"
"relatives","6545"
"relax","5905"
"relativism","483"
"relativist","129"
"relativity","4177"
"relaxation","1658"
"relativistic","988"
"relaxed","4399"
"relaxes","215"
"relaxing","1739"
"relay","6898"
"relayed","669"
"relaying","302"
"relearns","0"
"release","76651"
"released","45360"
"releases","16130"
"releasing","4912"
"relegate","134"
"relegated","746"
"relent","124"
"relented","196"
"relentless","1623"
"relentlessly","489"
"relentlessness","10"
"relevance","3565"
"relevancy","129"
"relevant","25732"
"reliable","16975"
"reliably","2926"
"reliance","1473"
"reliant","497"
"relic","4915"
"relict","23"
"relied","1604"
"relief","9054"
"relies","2431"
"relieve","2005"
"relieved","1866"
"relieves","300"
"relieving","469"
"religion","40955"
"religions","8848"
"religious","37776"
"religiously","955"
"religiousness","13"
"reline","10"
"relinquish","462"
"relinquished","188"
"relinquishing","174"
"relish","769"
"relishes","54"
"relishing","144"
"relive","308"
"relives","30"
"reliving","168"
"reload","2268"
"reloaded","494"
"relocate","2261"
"relocation","7733"
"reluctance","956"
"reluctant","3047"
"rely","8349"
"relying","2519"
"reluctantly","1412"
"remade","219"
"remain","24587"
"remainder","3292"
"remained","7721"
"remaining","13693"
"remains","17899"
"remake","1492"
"remaking","145"
"remand","139"
"remanded","169"
"remanding","6"
"remark","5298"
"remarkable","4257"
"remarkably","2469"
"remarked","1625"
"remarking","183"
"remarks","7543"
"remarriage","73"
"remarried","272"
"remarry","102"
"remarrying","13"
"Rembrandt","162"
"Rembrandt's","5"
"remedial","702"
"remedies","1580"
"remedy","3306"
"remember","142627"
"remembered","6677"
"remembering","3356"
"remembers","2635"
"remembrance","638"
"remembrances","95"
"remilitarize","5"
"remind","7594"
"reminded","5105"
"reminder","3544"
"reminders","742"
"reminding","1452"
"reminds","6964"
"reminisce","137"
"reminisced","44"
"reminiscence","85"
"reminiscences","183"
"reminiscent","1378"
"reminisces","53"
"reminiscing","210"
"remiss","163"
"remission","649"
"remissions","56"
"remitted","62"
"remnant","531"
"remnants","903"
"remodel","96"
"remodeled","182"
"remodeling","185"
"remolding","6"
"remonstrance","25"
"remonstrated","12"
"remorse","736"
"remorseful","64"
"remonstrate","20"
"remorseless","39"
"remote","27308"
"remotely","4273"
"remoteness","55"
"remoter","18"
"remotest","125"
"remount","239"
"remounting","67"
"removable","2769"
"removal","5673"
"remove","43954"
"removed","34595"
"remover","494"
"removes","2741"
"removing","9709"
"remunerate","4"
"renewal","4425"
"renewed","2334"
"renewing","485"
"renews","101"
"remuneration","336"
"remunerative","51"
"Renaissance","3235"
"renal","567"
"rename","3885"
"renamed","2459"
"renascent","0"
"renaturation","4"
"rend","234"
"render","4183"
"rendered","3534"
"rendering","5928"
"renderings","319"
"renders","1021"
"rendezvous","771"
"rendition","1157"
"renditions","277"
"renegade","2210"
"renege","93"
"renew","1570"
"renewable","912"
"Reno","3080"
"renounce","775"
"renouncing","133"
"renovate","123"
"renovated","357"
"renovation","498"
"renown","321"
"renowned","1228"
"rent","10739"
"rental","5416"
"rentals","1456"
"rented","2858"
"renting","1730"
"rents","802"
"renunciation","273"
"renunciations","9"
"reopen","782"
"reopened","380"
"reopening","243"
"reorder","278"
"reorient","57"
"reorganization","1257"
"reorganizations","119"
"reorganize","446"
"reorganized","480"
"reorganizing","260"
"reorientation","40"
"reoriented","16"
"rep","11138"
"repaid","387"
"repaint","391"
"repainting","128"
"repair","13501"
"repaired","2165"
"repairing","1135"
"repairmen","84"
"repairs","2887"
"reparable","9"
"rebel","8135"
"rebelled","293"
"rebelling","183"
"reparation","128"
"repast","64"
"repatriate","69"
"repatriation","351"
"repay","926"
"repayable","11"
"repayment","500"
"repeal","2280"
"repealed","906"
"repeat","22045"
"repeated","10161"
"repeatedly","8060"
"repeater","1691"
"reassure","678"
"reassured","457"
"reassuring","740"
"reassuringly","95"
"reawaken","47"
"rebate","1217"
"Rebecca","3572"
"rebellion","2586"
"rebellions","175"
"rebellious","606"
"rebelliously","12"
"rebels","2875"
"rebind","35"
"rebirth","2644"
"reborn","844"
"rebound","1240"
"rebuff","76"
"rebuffed","189"
"rebuild","4261"
"rebuilding","2033"
"rebuilds","296"
"rebuilt","2510"
"rebuke","333"
"rebuked","200"
"rebut","446"
"rebuttal","1608"
"rebutted","215"
"recall","38627"
"recalcitrance","19"
"recalcitrant","221"
"recalculated","88"
"recalculation","65"
"recalled","2175"
"recalling","804"
"recalls","1103"
"recant","176"
"recantation","24"
"recanted","158"
"recap","705"
"recapitulate","43"
"recapitulation","43"
"recapture","324"
"recaptured","105"
"recast","299"
"recede","132"
"receded","127"
"receding","248"
"receipt","6255"
"receipts","1386"
"receive","67666"
"received","60413"
"receiver","7941"
"receivers","2523"
"receives","6113"
"receiving","16392"
"recent","61027"
"recently","73587"
"receptacle","390"
"reception","5806"
"receptionist","678"
"receptionist's","19"
"receptions","248"
"receptive","1036"
"recess","511"
"recessed","272"
"recession","2223"
"recessive","581"
"recharge","835"
"rechartering","9"
"recheck","255"
"recidivism","149"
"recipe","10197"
"recipes","6955"
"recipient","4373"
"recipients","3386"
"reciprocal","815"
"reciprocate","314"
"reciprocity","255"
"recital","525"
"recitals","100"
"recitation","322"
"recitative","18"
"recite","771"
"recited","395"
"reciting","428"
"reckless","1123"
"recklessness","89"
"reckon","1691"
"reckoned","708"
"reckoning","504"
"reckonings","32"
"reckons","116"
"reclaim","851"
"reclaimed","255"
"reclamation","610"
"reclassified","63"
"reclassification","44"
"recline","116"
"reclining","175"
"recluse","219"
"recognition","11207"
"recognizable","1124"
"recognizance","34"
"recognize","21023"
"recognized","16583"
"recognizes","3334"
"recoil","1127"
"recoiled","100"
"recognizing","2490"
"recollect","301"
"recollected","22"
"recollection","1560"
"recollections","443"
"recommence","31"
"recommend","37525"
"reconvened","33"
"reconvenes","14"
"recommendation","6088"
"recommendations","11843"
"recommended","22788"
"recommending","1689"
"recommends","3163"
"recompense","219"
"reconcile","1178"
"reconciled","488"
"reconciles","85"
"recording","20808"
"recordings","8926"
"reconciliation","1071"
"reconciling","267"
"recondition","44"
"reconditioning","66"
"reconnaissance","680"
"reconsider","1756"
"reconsideration","208"
"reconsidered","336"
"reconstitute","92"
"reconstruct","800"
"reconstructs","23"
"recontamination","18"
"reconstructed","569"
"reconstruction","4084"
"reconverting","6"
"recopied","34"
"record","61996"
"recorded","16695"
"recorder","4158"
"records","45965"
"recount","337"
"recounted","333"
"recounting","222"
"recounts","322"
"recoup","406"
"recouped","81"
"recourse","1831"
"recover","6651"
"recoverable","274"
"recovered","4255"
"recovering","2523"
"recovers","570"
"recovery","9992"
"recreate","1604"
"recreated","461"
"recreates","136"
"recreating","396"
"recruit","3052"
"recruited","1450"
"recruiter","4847"
"recreation","2910"
"recreational","3481"
"recriminate","2"
"recrimination","42"
"recriminations","70"
"recruiting","11468"
"recruitment","1874"
"recruits","1524"
"rectal","403"
"rectangle","1684"
"rectangular","1421"
"rectification","178"
"rectifier","613"
"rectify","685"
"rectilinear","101"
"rectitude","75"
"rector","665"
"rector's","19"
"rectory","107"
"rectum","862"
"recumbent","232"
"recuperate","131"
"recuperating","82"
"recuperation","88"
"recur","232"
"recurred","87"
"recurrence","325"
"recurrent","782"
"recurrently","22"
"recurring","1789"
"recursive","1480"
"recusant","2"
"recycle","1094"
"red","103819"
"redactions","19"
"redbirds","26"
"redbreast","3"
"redcoat","17"
"redcoats","30"
"redden","158"
"reddened","194"
"redder","124"
"redding","547"
"reddish","526"
"redecorate","74"
"redecorated","44"
"redecorating","24"
"redecoration","3"
"rededicate","13"
"redeem","662"
"redeemed","684"
"redeeming","831"
"redefined","577"
"redefinition","311"
"redemption","2620"
"redemptive","107"
"redeploy","24"
"redevelopment","126"
"redhead","668"
"redheaded","380"
"redheads","294"
"redirect","1989"
"redirecting","551"
"rediscover","138"
"rediscovering","111"
"rediscovers","19"
"redistribute","1762"
"redistributed","1158"
"redistribution","2257"
"redistricting","12"
"redneck","950"
"redo","1061"
"redolent","38"
"redouble","162"
"redoubled","68"
"redoubt","20"
"redress","976"
"redressed","70"
"reds","1723"
"red's","177"
"redskin","66"
"reduce","21540"
"reduced","15171"
"reducer","166"
"reduces","4297"
"reducing","7030"
"reduction","8325"
"reductions","1410"
"redundancy","1367"
"redundant","3338"
"reduplicate","1"
"redwing","61"
"redwood","1917"
"redwoods","392"
"reed","6652"
"reeducate","26"
"reeducation","80"
"reedy","124"
"reef","2981"
"reefer","306"
"reefs","531"
"reek","160"
"reeked","92"
"reeking","93"
"reel","2752"
"reelected","199"
"reelection","438"
"reeled","125"
"reeling","400"
"reels","1376"
"reemerged","42"
"reenact","22"
"reentered","124"
"reestablish","306"
"reevaluation","57"
"reexamination","86"
"reexamine","145"
"ref","5665"
"reface","5"
"refashion","13"
"refectories","0"
"refer","26546"
"referee","2297"
"reference","59999"
"references","35569"
"referendum","1864"
"referent","188"
"referential","319"
"referral","2637"
"referrals","1471"
"referred","14346"
"referring","16419"
"refers","10453"
"refill","597"
"refilled","240"
"refinance","182"
"refine","763"
"refined","1765"
"refinement","750"
"refinements","234"
"refiner","26"
"refinery","426"
"refining","611"
"refit","368"
"reflect","15241"
"reflectance","112"
"reflected","3966"
"reflecting","3399"
"reflection","4507"
"reflections","1605"
"reflective","1143"
"reflector","883"
"reflectors","282"
"reflects","4325"
"reflex","1291"
"reflexes","708"
"reflexive","203"
"reflux","171"
"refocusing","43"
"refolded","21"
"reforest","14"
"reforestation","60"
"reform","15887"
"reformed","1114"
"reformation","508"
"reformatory","26"
"reformer","182"
"reformers","562"
"reforming","466"
"reformism","41"
"reforms","2865"
"reformulated","208"
"refract","33"
"refracted","63"
"refraction","377"
"refractive","242"
"refractory","179"
"refrain","3280"
"refrained","276"
"refresh","5268"
"refreshed","518"
"refresher","324"
"refurbishing","102"
"refusal","2640"
"refreshing","1837"
"refreshingly","99"
"refreshment","242"
"refreshments","643"
"refrigerant","104"
"refrigerate","444"
"refrigerated","332"
"refrigerators","235"
"refuel","202"
"refueling","355"
"refrigeration","512"
"refrigerator","1845"
"refuge","1883"
"refugee","2180"
"refugees","4213"
"refund","4883"
"refunded","785"
"refunds","1041"
"refurbish","88"
"refurbished","854"
"refuse","14723"
"refused","12300"
"refuses","5379"
"refusing","3539"
"refutable","27"
"refutation","621"
"refute","2254"
"refuted","981"
"regain","1878"
"rackets","141"
"racking","438"
"racks","1449"
"racquet","597"
"racy","149"
"radar","7554"
"radial","977"
"radiance","585"
"radiant","623"
"radiate","442"
"radiated","509"
"radiates","195"
"radiating","362"
"radiation","7722"
"radiations","61"
"radiator","1051"
"radiators","280"
"radical","8075"
"radicalism","174"
"radicalize","5"
"radically","1967"
"radicals","1168"
"radii","261"
"radio","71946"
"radioactive","2740"
"radioactivity","375"
"radiocarbon","85"
"radiochlorine","0"
"radioed","60"
"radios","3446"
"radish","139"
"radium","93"
"radiogram","3"
"radiograph","49"
"radiography","48"
"radioisotope","71"
"radiology","648"
"radiotherapy","65"
"radius","6017"
"Rafael","2750"
"raffle","404"
"raft","841"
"rafter","102"
"raftered","1"
"rafters","303"
"rafts","173"
"rag","3827"
"ragamuffin","32"
"ragbag","2"
"rage","6289"
"raged","272"
"rages","381"
"ragged","1133"
"raggedness","1"
"ragging","191"
"raging","5441"
"rags","1457"
"ragtag","28"
"ragtime","668"
"raid","6762"
"raided","986"
"raider","745"
"raiders","6274"
"raiding","2212"
"raids","1339"
"rail","7339"
"railhead","28"
"railing","700"
"railroad","4755"
"railroader","170"
"railroading","354"
"railroads","1841"
"railroad's","24"
"rails","1880"
"railway","2946"
"railways","1016"
"rain","17801"
"rainbow","6749"
"raincoat","191"
"raincoats","68"
"raindrop","68"
"raindrops","116"
"rained","610"
"rainfall","547"
"rainier","192"
"raining","1159"
"rainless","3"
"rainproof","1"
"rains","1316"
"rain's","98"
"rainstorm","116"
"rainwater","176"
"rainy","1419"
"raise","24837"
"raised","20466"
"raiser","387"
"raises","5744"
"raisin","314"
"raising","8673"
"raj","1417"
"rajah","102"
"rake","919"
"raked","253"
"rakish","31"
"rakishly","4"
"rallied","394"
"rallies","897"
"rally","5455"
"rallying","591"
"Ralph","8569"
"ram","65790"
"Ramadan","1092"
"ramble","735"
"rambler","432"
"rambles","104"
"rambling","1642"
"ramblings","1006"
"rambunctious","120"
"ramification","38"
"ramifications","1521"
"rammed","684"
"ramming","486"
"ramp","2793"
"rampage","1277"
"rampant","1739"
"rampart","455"
"ramps","906"
"ramrod","94"
"Ramsey","1414"
"ramshackle","57"
"ran","30986"
"ranch","3653"
"rancher","570"
"ranchers","798"
"ranches","243"
"rancho","610"
"rancid","617"
"rancidity","15"
"rancor","351"
"rancorous","28"
"rand","7231"
"Randolph","1400"
"random","22335"
"randomization","97"
"Randy","11522"
"rang","1730"
"range","58184"
"ranged","1183"
"rangelands","20"
"ranger","3712"
"rangers","5073"
"ranges","4913"
"ranging","4860"
"rank","9512"
"ranked","3044"
"ranker","29"
"rankest","45"
"ranking","3647"
"ranks","4492"
"ransack","49"
"ransacked","134"
"ransacking","68"
"ransom","825"
"rant","2862"
"ranted","194"
"Raoul","1645"
"rap","5295"
"rapacious","199"
"rape","12684"
"raped","4056"
"rapes","1002"
"Raphael","1849"
"Raphael's","36"
"rapid","9126"
"rapidity","124"
"rapidly","11246"
"rapier","417"
"raping","1107"
"rapist","1433"
"rapists","991"
"rapped","127"
"rapping","238"
"rapport","745"
"rapprochement","76"
"rapscallion","9"
"rapt","132"
"rapture","813"
"raptures","15"
"rapturous","86"
"Rapunzel","74"
"rare","36258"
"rarebit","40"
"rarefaction","6"
"rarefy","0"
"rarely","13743"
"rarer","681"
"rarified","53"
"rarity","2293"
"rascal","321"
"rascals","480"
"rash","2285"
"rasp","122"
"raspberry","674"
"rasped","64"
"rasping","45"
"rasps","10"
"rat","7399"
"ratchet","339"
"rate","87417"
"rateable","3"
"rated","9139"
"ratepayer","3"
"rates","37473"
"rather","146049"
"ratification","1060"
"ratified","1161"
"ratify","449"
"rating","12090"
"ratings","8508"
"ratio","12435"
"ration","551"
"rational","11109"
"rationale","2666"
"rationalist","208"
"rationalism","220"
"rationalistic","32"
"rationality","1003"
"rationalization","551"
"rationalizations","309"
"rationalize","886"
"rationalized","277"
"rationally","1091"
"rationed","98"
"rationing","339"
"rations","467"
"ratios","2375"
"rats","7486"
"rat's","729"
"rattail","3"
"rattan","115"
"rattle","1234"
"rattlebrained","0"
"rattled","337"
"rattler","129"
"rattlers","45"
"rattles","360"
"rattlesnake","235"
"rattlesnakes","83"
"rattletrap","7"
"rattling","493"
"ratty","177"
"raucous","152"
"raucously","21"
"raunchy","192"
"ravage","363"
"ravages","239"
"rave","2964"
"ravel","387"
"raven","3390"
"ravenous","221"
"ravine","279"
"ravines","31"
"raving","1838"
"ravioli","95"
"ravish","48"
